"AtcoCode","NaptanCode","PlateCode","CleardownCode","CommonName","CommonNameLang","ShortCommonName","ShortCommonNameLang","Landmark","LandmarkLang","Street","StreetLang","Crossing","CrossingLang","Indicator","IndicatorLang","Bearing","NptgLocalityCode","LocalityName","ParentLocalityName","GrandParentLocalityName","Town","TownLang","Suburb","SuburbLang","LocalityCentre","GridType","Easting","Northing","Longitude","Latitude","StopType","BusStopType","TimingStatus","DefaultWaitTime","Notes","NotesLang","AdministrativeAreaCode","CreationDateTime","ModificationDateTime","RevisionNumber","Modification","Status"
"1800SB08961","mantgapj","",,"Portland Street/Basil House","","Basil House","","107-109","","PORTLAND STREET","","","","107-109","","SW","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384119,397842,-2.24075,53.47707,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09041","mangpmjm","",,"Cambridge Street/Chester Street","","Chester Street","","DUNLOPS","","CAMBRIDGE ST","","","","Dunlops","","SE","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383959,397270,-2.24313,53.47193,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09051","mangpmjp","",,"Cambridge Street/Hulme Street","","Hulme Street","","OPP DUNLOPS","","CAMBRIDGE ST","","","","Opp Dunlops","","N","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383882,397394,-2.2443,53.47304,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09171","mangpmjt","",,"Whitworth St/India House","","India House","","INDIA HOUSE","","WHITWORTH ST","","","","Stop Sy","","SW","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384213,397631,-2.23932,53.47518,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09201","mantgawa","",,"Lower Byrom Street/Science Museum","","Science Museum","","NR MUSEUM","","LOWER BYROM ST","","","","Nr Museum","","N","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383246,397900,-2.2539,53.47757,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09211","mangpmjw","",,"Medlock Street/City Road East","","City Road East","","BRITISH COUNCIL","","MEDLOCK STREET","","","","British Council","","S","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383662,397305,-2.24761,53.47223,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09271","mangpmpa","",,"Booth St W/Cambridge St","","Cambridge St","","HOPTON COURT","","BOOTH ST WEST","","","","Hopton Ct","","E","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",384177,396743,-2.23982,53.46721,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-29T00:00:00","2010-03-29T00:00:00",1,"new","act"
"1800SB09291","mangpmpd","",,"Booth St W/Cambridge St","","Cambridge St","","HEALTH CENTRE","","BOOTH ST WEST","","","","Os Surgery","","W","E0028715","Chorlton upon Medlock","Manchester","","","","","","0","U",384181,396725,-2.23976,53.46704,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2010-03-29T00:00:00","2010-03-29T00:00:00",1,"new","act"
"1800SB09341","mangpmpg","",,"Greenbrow Road/Beckfield Road","","Beckfield Road","","O/S HOUSE 49","","GREENBROW ROAD","","","","O/s House 49","","S","E0029129","Newall Green","Wythenshawe","Manchester","","","","","0","U",381163,388092,-2.2847,53.38935,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09461","mangpmpj","",,"Bridgewater Hall","","Bridgewater Hall","","OP CAR PARK ENT","","GT BRIDGEWATER","","","","Stop St","","E","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383752,397608,-2.24626,53.47496,"BCT","MKD","OTH","","LOCATION AMENDED","","083","2007-11-05T00:00:00","2007-11-05T00:00:00",1,"new","act"
"1800SB09511","mangpmpm","",,"Boundary Lane/Trinity High School","","Trinity HS","","SCHOOL","","BOUNDARY LANE","","","","School","","S","E0028865","Hulme","Manchester","","","","","","0","U",384142,396473,-2.24033,53.46478,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09521","mangpmpt","",,"Boundary Lane/Trinity High School","","Trinity HS","","OPP SCHOOL","","BOUNDARY LANE","","","","Opp School","","N","E0028865","Hulme","Manchester","","","","","","0","U",384127,396492,-2.24056,53.46495,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09531","mangpmpw","",,"Greenheys Lane/Princess Road","","Princess Road","","OPP BREWERY","","GREENHEYS LA","","","","Opp Brewery","","E","E0028865","Hulme","Manchester","","","","","","0","U",384054,396204,-2.24164,53.46236,"BCT","MKD","OTH","","NAME CHANGE","","083","2009-11-12T00:00:00","2009-11-12T00:00:00",1,"new","act"
"1800SB09551","mangpmta","",,"Greenheys Lane/Boundary Lane","","Boundary Lane","","GREENHEYS CENTR","","GREENHEYS LANE","","","","Greenheys Centr","","S","E0028865","Hulme","Manchester","","","","","","0","U",384209,396296,-2.23931,53.46319,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09561","mangpmtd","",,"Greenheys Lane/Princess Road","","Princess Road","","BREWERY","","GREENHEYS LA","","","","Brewery","","W","E0028865","Hulme","Manchester","","","","","","0","U",384028,396192,-2.24203,53.46225,"BCT","MKD","OTH","","NAME CHANGE","","083","2009-11-12T00:00:00","2009-11-12T00:00:00",2,"new","act"
"1800SB09571","mangpmtg","",,"Greenheys Lane/Boundary Lane","","Boundary Lane","","FLATS 24-28","","GREENHEYS LANE","","","","Flats 24-28","","N","E0028865","Hulme","Manchester","","","","","","0","U",384176,396249,-2.23981,53.46277,"BCT","MKD","OTH","","NAME AMENDED","","083","2010-02-15T00:00:00","2010-02-15T00:00:00",1,"new","act"
"1800SB09641","mantgawg","",,"Byrom Street/Hardman Street","","Hardman Street","","HARDMAN SQUARE","","BYROM STREET","","","","Park Area","","N","N0077372","Spinningfields","Manchester City Centre","Manchester","","","","","0","U",383402,398114,-2.25157,53.4795,"BCT","MKD","TIP","","STOP RELOCATED","","083","2010-10-28T00:00:00","2010-10-28T00:00:00",1,"new","act"
"1800SB09651","mantgatp","",,"Portland Street/Sackville Street","","Sackville Street","","PORTLAND TOWER","","PORTLAND STREET","","","","Portland Tower","","SW","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384263,397980,-2.23858,53.47832,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09671","mantgdag","",,"Quay Street/Lower Byrom Street","","Lwr Bryrom Street","","ESURE INSURANCE","","QUAY STREET","","","","Esure Insurance","","W","N0077372","Spinningfields","Manchester City Centre","Manchester","","","","","1","U",383268,398053,-2.25358,53.47894,"BCT","MKD","OTH","","LOCATION AMENDED","","083","2012-07-31T00:00:00","2012-07-31T00:00:00",1,"new","act"
"1800SB09711","mangpmtj","",,"Southmoor Road/Ledson Road","","Ledson Road","","OS HOUSE 47","","SOUTHMOOR ROAD","","","","os House 47","","SE","E0029271","Roundthorn","Wythenshawe","Manchester","","","","","0","U",380803,388567,-2.29014,53.3936,"BCT","MKD","OTH","","STOP RELOCATED","","083","2012-06-28T00:00:00","2012-06-28T00:00:00",1,"new","act"
"1800SB09721","mangpmtm","",,"Hall Lane/Baguley Clinic","","Baguley Clinic","","WELFARE CLINIC","","HALL LANE","","","","Welfare Clinic","","N","E0029129","Newall Green","Wythenshawe","Manchester","","","","","0","U",381520,388511,-2.27936,53.39312,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09731","mangpmtp","",,"Tuffley Road/Wrekin Avenue","","Wrekin Avenue","","ALLOTMENTS","","TUFFLEY ROAD","","","","Allotments","","NW","E0029129","Newall Green","Wythenshawe","Manchester","","","","","0","U",381255,387319,-2.28327,53.3824,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09741","mangpmtw","",,"Peel Hall Road/Bleak Hey Road","","Bleak Hey Road","","OS HOUSE 113","","PEEL HALL ROAD","","","","Opp Church","","S","E0029196","Peel Hall","Wythenshawe","Manchester","","","","","0","U",383631,386907,-2.24753,53.37878,"BCT","MKD","OTH","","STOP MOVEMENT","","083","2010-11-17T00:00:00","2010-11-17T00:00:00",1,"new","act"
"1800SB09751","mangpmwa","",,"Harper Road/Longley Lane","","Longley Lane","","OP CAR SERVICE","","HARPER ROAD","","","","Op Car Service","","W","E0029307","Sharston","Manchester","","","","","","0","U",383416,389249,-2.25088,53.39982,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09761","mangpmwd","",,"Leestone Road/Sharston Road","","Sharston Road","","OP AMBULANCE ST","","LEESTONE ROAD","","","","Op Ambulance St","","E","E0029307","Sharston","Manchester","","","","","","0","U",383100,388990,-2.25562,53.39748,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09771","mangpmwg","",,"Leestone Road/Longley Lane","","Longley Lane","","CO-OP DAIRY","","LEESTONE ROAD","","","","Co-op Dairy","","E","E0029307","Sharston","Manchester","","","","","","0","U",383434,388989,-2.2506,53.39749,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09861","mangpmwm","",,"Burton Road/Whitchurch Road","","Whitchurch Road","","WATERLOO PUB","","BURTON ROAD","","","","Waterloo Pub","","SW","E0029558","Withington","Manchester","","","","","","0","U",384586,392870,-2.23347,53.43241,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09871","mantgatm","",,"New Quay Street/Irwell Bridge","","Irwell Bridge","","IRWELL BRIDGE","","NEW QUAY STREET","","","","Irwell Bridge","","NW","N0077372","Spinningfields","Manchester City Centre","Manchester","","","","","0","U",383101,398249,-2.25611,53.4807,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09921","mangpmwp","",,"School Lane/Catterick Road","","Catterick Road","","LAUNDRETTE","","SCHOOL LANE","","","","Laundrette","","W","E0028653","Burnage","Manchester","","","","","","0","U",385160,391125,-2.22474,53.41674,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09931","mangpmwt","",,"School Lane/Catterick Road","","Catterick Road","","SCHOOL LANE HAL","","SCHOOL LANE","","","","School Lane Hal","","E","E0028653","Burnage","Manchester","","","","","","0","U",385187,391122,-2.22434,53.41671,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09951","mangptad","",,"School Lane/Kingsfield Drive","","Kingsfield Drive","","POLYTECHNIC","","SCHOOL LANE","","","","Polytechnic","","W","E0028653","Burnage","Manchester","","","","","","0","U",385370,391042,-2.22158,53.416,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB09991","mangptag","",,"Whitworth St/Sackville Gardens","","Sackville Gardens","","GARDENS","","WHITWORTH ST","","","","Gardens","","NE","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384480,397774,-2.2353,53.47647,"BCT","MKD","OTH","","STOP NAME ADDED","","083","2008-02-06T00:00:00","2008-02-06T00:00:00",1,"new","act"
"1800SB10121","mantgawd","",,"Gartside Street/Spinningfields","","Spinningfields","","COURTS","","GARTSIDE STREET","","","","Courts","","S","N0077372","Spinningfields","Manchester City Centre","Manchester","","","","","1","U",383331,398171,-2.25264,53.48001,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB10411","mantgawj","",,"Medlock Street/Grand Island","","Grand Island","","NR BT BUILDING","","MEDLOCK STREET","","","","Nr Bt Building","","S","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383639,397380,-2.24796,53.47291,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB10421","mangptaj","",,"Platt Lane/Churton Avenue","","Churton Avenue","","HOUSE 260","","PLATT LANE","","","","House 260","","NE","E0029102","Moss Side","Manchester","","","","","","0","U",384533,394617,-2.23435,53.44811,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB10431","mantgatw","",,"Medlock Street/Mancunian Way","","Mancunian Way","","CAR PARK","","MEDLOCK STREET","","","","Car Park","","S","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383664,397287,-2.24757,53.47207,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB10511","mantgatj","",,"Chester Street/Oxford Road","","Oxford Road","","STUDENT VILLAGE","","CHESTER STREET","","","","Student Village","","NE","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384096,397282,-2.24107,53.47204,"BCT","MKD","OTH","","Stop position corrected","","083","2007-12-10T00:00:00","2007-12-10T00:00:00",1,"new","act"
"1800SB11151","mangptam","",,"Platt Lane/Holford Avenue","","Holford Avenue","","HOUSE 149","","PLATT LANE","","","","House 149","","SW","E0029102","Moss Side","Manchester","","","","","","0","U",384563,394620,-2.2339,53.44814,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11511","mangptap","",,"Portway/Saltrush Road","","Saltrush Road","","O/S HOUSE 410","","PORTWAY","","","","O/s House 410","","W","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382680,386377,-2.2618,53.37398,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11521","mangptat","",,"Portway/Hatchett Road","","Hatchett Road","","HOUSE 450","","PORTWAY","","","","House 450","","NW","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382894,386277,-2.25857,53.37309,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11531","mangptaw","",,"Portway/Hatchett Road","","Hatchett Road","","NEAR HOUSE 369","","PORTWAY","","","","Near House 369","","SE","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382948,386228,-2.25776,53.37265,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11541","mangptda","",,"Cornishway/The Cornishman","","The Cornishman","","TEMPLEMEAD","","CORNISHWAY","","","","Templemead","","W","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383003,385911,-2.25692,53.3698,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11551","mangptdg","",,"Cornishway/The Cornishman","","The Cornishman","","CORNISHMAN PUB","","CORNISHWAY","","","","Cornishman Pub","","E","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383066,385916,-2.25597,53.36985,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11561","mangptdj","",,"Cornishway/Shadow Moss Road","","Shadow Moss Road","","FLATS","","CORNISHWAY","","","","Flats","","W","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383235,385858,-2.25343,53.36934,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11571","mangptdm","",,"Cornishway/Shadow Moss Road","","Shadow Moss Road","","O/S HOUSE 6","","CORNISHWAY","","","","O/s House 6","","E","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383251,385864,-2.25319,53.36939,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11581","mangptdp","",,"Shadow Moss Road/Ringway Road","","Ringway Road","","FIELDS","","SHADOW MOSS RD","","","","Fields","","S","E0029101","Moss Nook","Manchester","","","","","","0","U",383262,385440,-2.253,53.36558,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11591","mangptdt","",,"Shadow Moss Road/Ringway Road","","Ringway Road","","NR HOUSE 15","","SHADOW MOSS RD","","","","Nr House 15","","N","E0029101","Moss Nook","Manchester","","","","","","0","U",383254,385463,-2.25312,53.36579,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11601","mangptdw","",,"Shadow Moss Road/Lismore Walk","","Lismore Walk","","NR HOUSE 57","","SHADOW MOSS RD","","","","Nr House 57","","N","E0029101","Moss Nook","Manchester","","","","","","0","U",383280,385761,-2.25274,53.36846,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11611","mangptga","",,"Shadow Moss Road/Lismore Walk","","Lismore Walk","","OPP HOUSE 57","","SHADOW MOSS RD","","","","Opp House 57","","S","E0029101","Moss Nook","Manchester","","","","","","0","U",383285,385743,-2.25267,53.3683,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11621","mangptgd","",,"Nell Lane/Princess Road","","Princess Road","","OP OLD BURIAL G","","NELL LANE","","","","Stop G","","NW","E0029519","West Didsbury","Didsbury","Manchester","","","","","0","U",383364,392412,-2.25183,53.42825,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11631","mangptgj","",,"Shadow Moss Road/Threapwood Road","","Threapwood Road","","ADJ CLUB","","SHADOW MOSS RD","","","","Adj Club","","NE","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383432,386140,-2.25048,53.37188,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11661","mangptgm","",,"Shadow Moss Road/Simonsway","","Simonsway","","OP CLUB","","SHADOW MOSS RD","","","","Op Club","","SW","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",383481,386198,-2.24975,53.3724,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11671","mangptgp","",,"Ruddpark Road/Prinknash Road","","Prinknash Road","","O/S HOUSE 3","","RUDDPARK ROAD","","","","O/s House 3","","S","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382839,386497,-2.25941,53.37507,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11681","mangptgt","",,"Ruddpark Road/Simonsway","","Simonsway","","OPP HOUSE 33","","RUDDPARK ROAD","","","","Opp House 33","","N","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382848,386538,-2.25928,53.37544,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11711","mangptgw","",,"Hardy Lane/Cundiff Road","","Cundiff Road","","CRICKET CLUB","","HARDY LANE","","","","Cricket Club","","W","E0028716","Chorltonville","Chorlton","Manchester","","","","","0","U",381795,392735,-2.27547,53.4311,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11751","mantgdgw","",,"City Road/Shawheath Close","","Shawheath Close","","LAWRENCE HOUSE","","CITY ROAD","","","","Lawrence House","","E","E0029361","St Georges","Hulme","Manchester","","","","","1","U",382612,396668,-2.26339,53.46648,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11951","mangptja","",,"Nell Lane/Princess Road","","Princess Road","","NR OPEN LAND","","NELL LANE","","","","Nr Open Land","","SE","E0029519","West Didsbury","Didsbury","Manchester","","","","","0","U",383392,392400,-2.25141,53.42814,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11961","mangptjd","",,"Upper Lloyd St/Claremont Road","","Claremont Road","","COUNCIL FLATS","","UPPER LLOYD ST","","","","Council Flats","","N","E0029102","Moss Side","Manchester","","","","","","0","U",384375,395301,-2.23676,53.45425,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11971","mangptjg","",,"Upper Lloyd St/Claremont Road","","Claremont Road","","OPP FLATS","","UPPER LLOYD ST","","","","Opp Flats","","S","E0029102","Moss Side","Manchester","","","","","","0","U",384372,395262,-2.23681,53.4539,"BCT","MKD","OTH","","INDICATOR AMENDED","","083","2008-07-14T00:00:00","2008-07-14T00:00:00",1,"new","act"
"1800SB11981","mangptjm","",,"Viscount Drive/Cargo Centre","","Cargo Centre","","SIDE B'DING 302","","VISCOUNT DRIVE","","","","Side B'ding 302","","SW","N0075057","Manchester Airport","Manchester","","","","","","0","U",380916,385088,-2.28823,53.36233,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB11991","mangptjp","",,"York Street/Piccadilly","","Piccadilly","","LOADING BAY","","YORK STREET","","","","Stop T","","SE","N0075071","Piccadilly Gardens","Manchester City Centre","Manchester","","","","","0","U",384271,398144,-2.23847,53.47979,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","del"
"1800SB12031","mangptjw","",,"St Werburgh's Road/Wilbraham Road","","Wilbraham Road","","TEALBY COURT","","ST WERBURGHS RD","","","","Tealby Court","","N","E0029530","Whalley Range","Manchester","","","","","","0","U",382348,393999,-2.26721,53.44248,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12032","","",,"St Werburgh'S Road/Wilbraham Road","","","","WILBRAHAM ROAD","","St Werburghs Rd","","","","Tealby Court","","N","E0029530","Whalley Range","Manchester","","","","","","0","U",382348,393999,-2.26721,53.44248,"BCT","MKD","OTH","","","","083","2006-01-20T00:00:00","2006-01-20T00:00:00",0,"new","del"
"1800SB12041","mangptma","",,"St Werburgh's Road/Egerton Road South","","Egerton Road Sout","","OS SHOP NO 125","","ST WERBURGHS RD","","","","Os Shop No 125","","S","E0028713","Chorlton","Manchester","","","","","","0","U",382389,393703,-2.26658,53.43982,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12051","mantgdjm","",,"Kingsway/Parrs Wood","","Parrs Wood","","TERMINUS","","KINGSWAY LAY-BY","","","","Stop G","","SW","E0029191","Parrs Wood","Didsbury","Manchester","","","","","1","U",385512,390347,-2.21941,53.40975,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12071","mantgdjg","",,"Kingsway/Parrs Wood","","Parrs Wood  Stop","","OS PARRS WOOD E","","KINGSWAY LAY-BY","","","","Stop E1","","S","E0029191","Parrs Wood","Didsbury","Manchester","","","","","1","U",385530,390394,-2.21914,53.41018,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12091","mantgdjd","",,"Kingsway/Parrs Wood","","Parrs Wood","","ENTERTAINMENT C","","KINGSWAY LAY-BY","","","","Entertainment C","","S","E0029191","Parrs Wood","Didsbury","Manchester","","","","","1","U",385534,390418,-2.21908,53.41039,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12101","mangptmd","",,"Whitworth St West/Oxford Rd Stn","","Oxford Rd Stn","","OXFORD RD RAIL","","WHITWORTH ST W","","","","Stop A","","W","E0057786","Manchester City Centre","Manchester","","","","","","0","U",384033,397547,-2.24203,53.47442,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12121","mangptmg","",,"Portway/The Happy Man","","The Happy Man","","THE HAPPY MAN","","PORTWAY","","","","The Happy Man","","NE","E0029594","Wythenshawe","Manchester","","","","","","0","U",381739,387037,-2.27598,53.37988,"BCT","MKD","TIP","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12141","mangptmj","",,"Parrs Wood Road/Mauldeth Road","","Mauldeth Road","","ST CHADS CHURCH","","PARRS WOOD ROAD","","","","St Chads Church","","S","E0028922","Ladybarn","Burnage","Manchester","","","","","1","U",385816,393148,-2.21497,53.43494,"BCT","MKD","OTH","","LOCATION AMENDED","","083","2010-09-16T00:00:00","2010-09-16T00:00:00",2,"new","act"
"1800SB12151","mangptmp","",,"Egerton Road/Brook Road","","Brook Road","","WASTE LAND","","EGERTON ROAD","","","","Waste Land","","NW","E0028922","Ladybarn","Burnage","Manchester","","","","","0","U",385730,393512,-2.21628,53.43821,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12161","mangptmt","",,"Egerton Road/Brook Road","","Brook Road","","OPP HOUSE 24D","","EGERTON ROAD","","","","Flats","","SE","E0028922","Ladybarn","Burnage","Manchester","","","","","0","U",385749,393477,-2.21599,53.43789,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12171","mangptmw","",,"Egerton Road/Mauldeth Road","","Mauldeth Road","","O/S HOUSE 109","","EGERTON ROAD","","","","O/s House 109","","SE","E0028922","Ladybarn","Burnage","Manchester","","","","","1","U",385804,393245,-2.21515,53.43581,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12191","mangptpa","",,"Deansgate/Tonman St","","Tonman St","","SPANISH BAR","","DEANSGATE","","","","Stop Wn","","S","N0074933","Castlefield","Manchester City Centre","Manchester","","","","","0","U",383471,397777,-2.25051,53.47647,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12201","mangptpd","",,"Deansgate/Peter Street","","Peter Street","","NR GREAT N SQ","","DEANSGATE","","","","Stop Wm","","S","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383527,397935,-2.24967,53.47789,"BCT","MKD","OTH","","ELS REMOVED","","083","2010-05-11T00:00:00","2010-05-11T00:00:00",1,"new","act"
"1800SB12221","mangptpg","",,"Cornishway/Brean Walk","","Brean Walk","","NR HOUSE 208","","CORNISHWAY","","","","Nr House 208","","SE","E0029575","Woodhouse Park","Wythenshawe","Manchester","","","","","0","U",382399,386016,-2.266,53.37073,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
"1800SB12231","mantgdjw","",,"Lower Byrom Street","","Lower Byrom St","","ESURE BUILDING","","LOWER BYROM ST","","","","Esure Building","","N","N0077372","Spinningfields","Manchester City Centre","Manchester","","","","","1","U",383278,398009,-2.25343,53.47855,"BCT","MKD","OTH","","STOP REMOVED","","083","2010-10-28T00:00:00","2010-10-28T00:00:00",1,"new","del"
"1800SB12241","mangptpj","",,"Deansgate/Deansgate Station","","Deansgate Station","","OP BAUER MILLET","","DEANSGATE","","","","Stop A","","N","E0057786","Manchester City Centre","Manchester","","","","","","0","U",383394,397610,-2.25166,53.47497,"BCT","MKD","OTH","","","","083","2007-11-01T00:00:00","2007-11-01T00:00:00",0,"new","act"
